IDENTIFICADOR_UNICO_CABO|LOCAL_TRACADO_INICIAL|UUID_LOCAL_TRACADO_INICIAL|TIPO_LOCAL_TRACADO_INICIAL|LATITUDE_INICIAL|LONGITUDE_INICIAL|TIPO_TRACADO|SUBTIPO_TRACADO|COMPRIMENTO_GEOM_M_TRACADO|COMPRIMENTO_M_TRACADO|LOCAL_TRACADO_FINAL|UUID_LOCAL_TRACADO_FINAL|TIPO_LOCAL_TRACADO_FINAL|LATITUDE_FINAL|LONGITUDE_FINAL|UUID_EQUIPAMENTO_INICIAL|NOME_EQUIPAMENTO_INICIAL|UID_PI_EQUP_INICIAL|TIPO_PI_EQUP_INICIAL|NAME_PI_EQUP_INICIAL|LATITUDE_EQUP_INICIAL|LONGITUDE_EQUP_INICIAL|UUID_DO_EQUIPAMENTO_FINAL|NOME_EQUIPAMENTO_FINAL|UID_PI_EQUP_FINAL|TIPO_PI_EQUP_FINAL|NAME_PI_EQUP_FINAL|LATITUDE_EQUP_FINAL|LONGITUDE_EQUP_FINAL|UUID_TRACADO|TRACADO_ETIQUETA|UF|MUNICIPIO|ARMARIO|TIPO_REDE
CBL0000000021273226|79382|LOC0000000011614706|Poste|-28.259714900|-48.686091900|Aerial|Cordoalha|34.720000000|34.720000000|79383|LOC0000000011687408|Poste|-28.259526000|-48.685809600|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007199|CAIXA DE EMENDA GENERICA 22|LOC0000000011617444|Poste|79398|-28.258035900|-48.683984300|ROT0000000021369751|79382 >> 79383|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273181|80532|LOC0000000011686635|Poste|-28.263118000|-48.689763800|Aerial|Cordoalha|28.800000000|28.800000000|80530|LOC0000000011686633|Poste|-28.263302300|-48.689970700|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|ROT0000000021369171|80532 >> 80530|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273181|80492|LOC0000000011686346|Poste|-28.264477000|-48.690921100|Aerial|Cordoalha|32.280000000|32.280000000|80493|LOC0000000011686347|Poste|-28.264725900|-48.691092000|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|ROT0000000021369176|80492 >> 80493|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273181|80436|LOC0000000011685536|Poste|-28.265813600|-48.691729300|Aerial|Cordoalha|30.060000000|30.060000000|80435|LOC0000000011685535|Poste|-28.266073300|-48.691817700|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|ROT0000000021370345|80436 >> 80435|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273181|80535|LOC0000000011686638|Poste|-28.262814100|-48.689267100|Aerial|Cordoalha|41.680000000|41.680000000|80534|LOC0000000011686637|Poste|-28.263018900|-48.689623400|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|ROT0000000021369169|80535 >> 80534|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273226|79359|LOC0000000011627402|Poste|-28.260331300|-48.686532100|Aerial|Cordoalha|22.000000000|22.000000000|79360|LOC0000000011687128|Poste|-28.260151700|-48.686627600|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007199|CAIXA DE EMENDA GENERICA 22|LOC0000000011617444|Poste|79398|-28.258035900|-48.683984300|ROT0000000021369748|79359 >> 79360|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273181|80210|LOC0000000011687469|Poste|-28.261706100|-48.687561600|Aerial|Cordoalha|31.870000000|31.870000000|80209|LOC0000000011687468|Poste|-28.261902000|-48.687799400|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|ROT0000000021369163|80210 >> 80209|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273226|79387|LOC0000000011687412|Poste|-28.259263800|-48.684844500|Aerial|Cordoalha|38.510000000|38.510000000|79389|LOC0000000011687414|Poste|-28.258938300|-48.684707100|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007199|CAIXA DE EMENDA GENERICA 22|LOC0000000011617444|Poste|79398|-28.258035900|-48.683984300|ROT0000000021370855|79387 >> 79389|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273181|80419|LOC0000000011685519|Poste|-28.267218500|-48.692336900|Aerial|Cordoalha|70.020000000|70.020000000|80343|LOC0000000011684677|Poste|-28.267810700|-48.692585600|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|ROT0000000021370350|80419 >> 80343|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273181|80434|LOC0000000011685534|Poste|-28.266352400|-48.691941600|Aerial|Cordoalha|29.740000000|29.740000000|80433|LOC0000000011685533|Poste|-28.266600900|-48.692055900|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|ROT0000000021370347|80434 >> 80433|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273181|79359|LOC0000000011627402|Poste|-28.260331300|-48.686532100|Aerial|Cordoalha|55.450000000|55.450000000|79350|LOC0000000011686856|Poste|-28.260810400|-48.686369100|EQP0000000011990728|CAIXA DE EMENDA GENERICA 20|LOC0000000011627402|Poste|79359|-28.260331300|-48.686532100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|ROT0000000021369158|79359 >> 79350|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282379|80230|LOC0000000011683265|Poste|-28.273789600|-48.695491600|Aerial|Cordoalha|31.520000000|31.520000000|80231|LOC0000000011683266|Poste|-28.273933600|-48.695214500|EQP0000000011990834|I01G01160|LOC0000000011623141|Poste|80617|-28.275039900|-48.695790000|EQP0000000011990833|I01G01158|LOC0000000011621841|Poste|80661|-28.273625500|-48.695788600|ROT0000000021374095|80230 >> 80231|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282379|80231|LOC0000000011683266|Poste|-28.273933600|-48.695214500|Aerial|Cordoalha|42.770000000|42.770000000|80232|LOC0000000011683267|Poste|-28.274309700|-48.695116900|EQP0000000011990834|I01G01160|LOC0000000011623141|Poste|80617|-28.275039900|-48.695790000|EQP0000000011990833|I01G01158|LOC0000000011621841|Poste|80661|-28.273625500|-48.695788600|ROT0000000021369333|80231 >> 80232|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282379|80228|LOC0000000011683264|Poste|-28.274528500|-48.695160500|Aerial|Cordoalha|24.620000000|24.620000000|80232|LOC0000000011683267|Poste|-28.274309700|-48.695116900|EQP0000000011990834|I01G01160|LOC0000000011623141|Poste|80617|-28.275039900|-48.695790000|EQP0000000011990833|I01G01158|LOC0000000011621841|Poste|80661|-28.273625500|-48.695788600|ROT0000000021369179|80228 >> 80232|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282379|80230|LOC0000000011683265|Poste|-28.273789600|-48.695491600|Aerial|Cordoalha|34.350000000|34.350000000|80661|LOC0000000011621841|Poste|-28.273625500|-48.695788600|EQP0000000011990834|I01G01160|LOC0000000011623141|Poste|80617|-28.275039900|-48.695790000|EQP0000000011990833|I01G01158|LOC0000000011621841|Poste|80661|-28.273625500|-48.695788600|ROT0000000021374094|80230 >> 80661|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282379|80226|LOC0000000011683262|Poste|-28.274914700|-48.695216500|Aerial|Cordoalha|44.950000000|44.950000000|80615|LOC0000000011687492|Poste|-28.275317800|-48.695267600|EQP0000000011990834|I01G01160|LOC0000000011623141|Poste|80617|-28.275039900|-48.695790000|EQP0000000011990833|I01G01158|LOC0000000011621841|Poste|80661|-28.273625500|-48.695788600|ROT0000000021373619|80226 >> 80615|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282379|80228|LOC0000000011683264|Poste|-28.274528500|-48.695160500|Aerial|Cordoalha|43.150000000|43.150000000|80226|LOC0000000011683262|Poste|-28.274914700|-48.695216500|EQP0000000011990834|I01G01160|LOC0000000011623141|Poste|80617|-28.275039900|-48.695790000|EQP0000000011990833|I01G01158|LOC0000000011621841|Poste|80661|-28.273625500|-48.695788600|ROT0000000021369334|80228 >> 80226|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282379|80616|LOC0000000011687493|Poste|-28.275219300|-48.695452800|Aerial|Cordoalha|38.600000000|38.600000000|80617|LOC0000000011623141|Poste|-28.275039900|-48.695790000|EQP0000000011990834|I01G01160|LOC0000000011623141|Poste|80617|-28.275039900|-48.695790000|EQP0000000011990833|I01G01158|LOC0000000011621841|Poste|80661|-28.273625500|-48.695788600|ROT0000000021373621|80616 >> 80617|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282379|80615|LOC0000000011687492|Poste|-28.275317800|-48.695267600|Aerial|Cordoalha|21.200000000|21.200000000|80616|LOC0000000011687493|Poste|-28.275219300|-48.695452800|EQP0000000011990834|I01G01160|LOC0000000011623141|Poste|80617|-28.275039900|-48.695790000|EQP0000000011990833|I01G01158|LOC0000000011621841|Poste|80661|-28.273625500|-48.695788600|ROT0000000021373620|80615 >> 80616|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021272994|77894|LOC0000000011689960|Poste|-28.229758300|-48.673409500|Aerial|Cordoalha|43.460000000|43.460000000|77896|LOC0000000011625096|Poste|-28.229577900|-48.673802600|EQP0000000011991135|CAIXA DE EMENDA GENERICA 3|LOC0000000011613004|Poste|77893|-28.229434800|-48.672555600|EQP0000000011990967|CAIXA DE EMENDA GENERICA 52|LOC0000000011625096|Poste|77896|-28.229577900|-48.673802600|ROT0000000021369727|77894 >> 77896|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021272994|77892|LOC0000000011689959|Poste|-28.229753700|-48.672866300|Aerial|Cordoalha|32.630000000|32.630000000|77895|LOC0000000011623933|Poste|-28.229866600|-48.673173300|EQP0000000011991135|CAIXA DE EMENDA GENERICA 3|LOC0000000011613004|Poste|77893|-28.229434800|-48.672555600|EQP0000000011990967|CAIXA DE EMENDA GENERICA 52|LOC0000000011625096|Poste|77896|-28.229577900|-48.673802600|ROT0000000021369725|77892 >> 77895|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021272994|77892|LOC0000000011689959|Poste|-28.229753700|-48.672866300|Aerial|Cordoalha|46.680000000|46.680000000|77893|LOC0000000011613004|Poste|-28.229434800|-48.672555600|EQP0000000011991135|CAIXA DE EMENDA GENERICA 3|LOC0000000011613004|Poste|77893|-28.229434800|-48.672555600|EQP0000000011990967|CAIXA DE EMENDA GENERICA 52|LOC0000000011625096|Poste|77896|-28.229577900|-48.673802600|ROT0000000021369724|77892 >> 77893|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021272994|77895|LOC0000000011623933|Poste|-28.229866600|-48.673173300|Aerial|Cordoalha|26.110000000|26.110000000|77894|LOC0000000011689960|Poste|-28.229758300|-48.673409500|EQP0000000011991135|CAIXA DE EMENDA GENERICA 3|LOC0000000011613004|Poste|77893|-28.229434800|-48.672555600|EQP0000000011990967|CAIXA DE EMENDA GENERICA 52|LOC0000000011625096|Poste|77896|-28.229577900|-48.673802600|ROT0000000021369726|77895 >> 77894|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280690|78889|LOC0000000011611432|Poste|-28.240944600|-48.670998300|Aerial|Cordoalha|36.190000000|36.190000000|78888|LOC0000000011686268|Poste|-28.240752800|-48.670699900|EQP0000000011991140|CAIXA DE EMENDA GENERICA 8|LOC0000000011611432|Poste|78889|-28.240944600|-48.670998300|EQP0000000011991165|I01G01832|LOC0000000011622881|Poste|78886|-28.240430100|-48.670180400|ROT0000000021370904|78889 >> 78888|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280690|78887|LOC0000000011686267|Poste|-28.240600900|-48.670460900|Aerial|Cordoalha|33.410000000|33.410000000|78886|LOC0000000011622881|Poste|-28.240430100|-48.670180400|EQP0000000011991140|CAIXA DE EMENDA GENERICA 8|LOC0000000011611432|Poste|78889|-28.240944600|-48.670998300|EQP0000000011991165|I01G01832|LOC0000000011622881|Poste|78886|-28.240430100|-48.670180400|ROT0000000021370906|78887 >> 78886|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280690|78888|LOC0000000011686268|Poste|-28.240752800|-48.670699900|Aerial|Cordoalha|28.870000000|28.870000000|78887|LOC0000000011686267|Poste|-28.240600900|-48.670460900|EQP0000000011991140|CAIXA DE EMENDA GENERICA 8|LOC0000000011611432|Poste|78889|-28.240944600|-48.670998300|EQP0000000011991165|I01G01832|LOC0000000011622881|Poste|78886|-28.240430100|-48.670180400|ROT0000000021370905|78888 >> 78887|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273401|78617|LOC0000000011683181|Poste|-28.241795600|-48.661514200|Aerial|Cordoalha|25.800000000|25.800000000|78586|LOC0000000011625492|Poste|-28.241660700|-48.661300000|EQP0000000012007202|CAIXA DE EMENDA GENERICA 38|LOC0000000011625492|Poste|78586|-28.241660700|-48.661300000|EQP0000000012008159|I01GP737|LOC0000000011980332|MDU|DE BARBACENA (CENTRO) 275 1877|-28.241880200|-48.661564600|ROT0000000021369789|78617 >> 78586|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273401|78617|LOC0000000011683181|Poste|-28.241795600|-48.661514200|Aerial|Cordoalha|37.800000000|37.800000000|78620|LOC0000000011683440|Poste|-28.241990400|-48.661830400|EQP0000000012007202|CAIXA DE EMENDA GENERICA 38|LOC0000000011625492|Poste|78586|-28.241660700|-48.661300000|EQP0000000012008159|I01GP737|LOC0000000011980332|MDU|DE BARBACENA (CENTRO) 275 1877|-28.241880200|-48.661564600|ROT0000000021371382|78617 >> 78620|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273401|78620|LOC0000000011683440|Poste|-28.241990400|-48.661830400|Aerial|Cordoalha|28.800000000|28.800000000|DE BARBACENA (CENTRO) 275 1877|LOC0000000011980332|MDU|-28.241880200|-48.661564600|EQP0000000012007202|CAIXA DE EMENDA GENERICA 38|LOC0000000011625492|Poste|78586|-28.241660700|-48.661300000|EQP0000000012008159|I01GP737|LOC0000000011980332|MDU|DE BARBACENA (CENTRO) 275 1877|-28.241880200|-48.661564600|ROT0000000396358704|78620 >> DE BARBACENA (CENTRO) 275 1877|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282104|77647|LOC0000000011689811|Poste|-28.223259600|-48.668762500|Aerial|Cordoalha|31.990000000|31.990000000|77646|LOC0000000011611279|Poste|-28.223148000|-48.669063100|EQP0000000011991031|CAIXA DE EMENDA GENERICA 60|LOC0000000011622866|Poste|77648|-28.223361600|-48.668523500|EQP0000000011991042|I01G0192|LOC0000000011611279|Poste|77646|-28.223148000|-48.669063100|ROT0000000021369819|77647 >> 77646|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282104|77647|LOC0000000011689811|Poste|-28.223259600|-48.668762500|Aerial|Cordoalha|26.040000000|26.040000000|77648|LOC0000000011622866|Poste|-28.223361600|-48.668523500|EQP0000000011991031|CAIXA DE EMENDA GENERICA 60|LOC0000000011622866|Poste|77648|-28.223361600|-48.668523500|EQP0000000011991042|I01G0192|LOC0000000011611279|Poste|77646|-28.223148000|-48.669063100|ROT0000000021369820|77647 >> 77648|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275103|79033|LOC0000000011619720|Poste|-28.240664000|-48.668692600|Aerial|Cordoalha|30.140000000|30.140000000|79032|LOC0000000011683467|Poste|-28.240509500|-48.668439900|EQP0000000011990848|CAIXA DE EMENDA GENERICA 29|LOC0000000011619720|Poste|79033|-28.240664000|-48.668692600|EQP0000000011990851|I01GPF947|LOC0000000011607545|Ponto de Interesse|PONTOINTERESSE138|-28.240533500|-48.668509100|ROT0000000021369272|79033 >> 79032|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275103|79032|LOC0000000011683467|Poste|-28.240509500|-48.668439900|Aerial|Cordoalha|7.290000000|7.290000000|PONTOINTERESSE138|LOC0000000011607545|Indefinido|-28.240533500|-48.668509100|EQP0000000011990848|CAIXA DE EMENDA GENERICA 29|LOC0000000011619720|Poste|79033|-28.240664000|-48.668692600|EQP0000000011990851|I01GPF947|LOC0000000011607545|Ponto de Interesse|PONTOINTERESSE138|-28.240533500|-48.668509100|ROT0000000021372403|79032 >> OUTROS138|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021277011|77360|LOC0000000011690110|Poste|-28.218148700|-48.674574800|Aerial|Cordoalha|29.150000000|29.150000000|77359|LOC0000000011621638|Poste|-28.218352400|-48.674762700|EQP0000000012009844|I01G0066|LOC0000000011621638|Poste|77359|-28.218352400|-48.674762700|EQP0000000011991108|I01G0068|LOC0000000011614622|Poste|77364|-28.217182500|-48.673683000|ROT0000000021373532|77360 >> 77359|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021277011|77364|LOC0000000011614622|Poste|-28.217182500|-48.673683000|Aerial|Cordoalha|34.620000000|34.620000000|77363|LOC0000000011690113|Poste|-28.217424400|-48.673906200|EQP0000000012009844|I01G0066|LOC0000000011621638|Poste|77359|-28.218352400|-48.674762700|EQP0000000011991108|I01G0068|LOC0000000011614622|Poste|77364|-28.217182500|-48.673683000|ROT0000000021373529|77364 >> 77363|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021277011|77361|LOC0000000011690111|Poste|-28.217920200|-48.674363800|Aerial|Cordoalha|32.710000000|32.710000000|77360|LOC0000000011690110|Poste|-28.218148700|-48.674574800|EQP0000000012009844|I01G0066|LOC0000000011621638|Poste|77359|-28.218352400|-48.674762700|EQP0000000011991108|I01G0068|LOC0000000011614622|Poste|77364|-28.217182500|-48.673683000|ROT0000000021373531|77361 >> 77360|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021277011|77363|LOC0000000011690113|Poste|-28.217424400|-48.673906200|Aerial|Cordoalha|70.970000000|70.970000000|77361|LOC0000000011690111|Poste|-28.217920200|-48.674363800|EQP0000000012009844|I01G0066|LOC0000000011621638|Poste|77359|-28.218352400|-48.674762700|EQP0000000011991108|I01G0068|LOC0000000011614622|Poste|77364|-28.217182500|-48.673683000|ROT0000000021373530|77363 >> 77361|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275281|77886|LOC0000000011689911|Poste|-28.230210100|-48.671093800|Aerial|Cordoalha|11.350000000|11.350000000|PONTOINTERESSE84|LOC0000000011607745|Indefinido|-28.230171800|-48.671201000|EQP0000000012007204|CAIXA DE EMENDA GENERICA 55|LOC0000000011617780|Poste|77879|-28.229665900|-48.670905900|EQP0000000011991005|I01GPF404|LOC0000000011607745|Ponto de Interesse|PONTOINTERESSE84|-28.230171800|-48.671201000|ROT0000000021372446|77886 >> OUTROS84|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275281|77880|LOC0000000011689905|Poste|-28.229808600|-48.670622000|Aerial|Cordoalha|15.950000000|15.950000000|77881|LOC0000000011689906|Poste|-28.229927200|-48.670529900|EQP0000000012007204|CAIXA DE EMENDA GENERICA 55|LOC0000000011617780|Poste|77879|-28.229665900|-48.670905900|EQP0000000011991005|I01GPF404|LOC0000000011607745|Ponto de Interesse|PONTOINTERESSE84|-28.230171800|-48.671201000|ROT0000000021372442|77880 >> 77881|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275281|77879|LOC0000000011617780|Poste|-28.229665900|-48.670905900|Aerial|Cordoalha|32.040000000|32.040000000|77880|LOC0000000011689905|Poste|-28.229808600|-48.670622000|EQP0000000012007204|CAIXA DE EMENDA GENERICA 55|LOC0000000011617780|Poste|77879|-28.229665900|-48.670905900|EQP0000000011991005|I01GPF404|LOC0000000011607745|Ponto de Interesse|PONTOINTERESSE84|-28.230171800|-48.671201000|ROT0000000021372441|77879 >> 77880|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275281|77883|LOC0000000011689908|Poste|-28.230123600|-48.670632300|Aerial|Cordoalha|30.780000000|30.780000000|77885|LOC0000000011689910|Poste|-28.230329800|-48.670842400|EQP0000000012007204|CAIXA DE EMENDA GENERICA 55|LOC0000000011617780|Poste|77879|-28.229665900|-48.670905900|EQP0000000011991005|I01GPF404|LOC0000000011607745|Ponto de Interesse|PONTOINTERESSE84|-28.230171800|-48.671201000|ROT0000000021372444|77883 >> 77885|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275281|77885|LOC0000000011689910|Poste|-28.230329800|-48.670842400|Aerial|Cordoalha|28.020000000|28.020000000|77886|LOC0000000011689911|Poste|-28.230210100|-48.671093800|EQP0000000012007204|CAIXA DE EMENDA GENERICA 55|LOC0000000011617780|Poste|77879|-28.229665900|-48.670905900|EQP0000000011991005|I01GPF404|LOC0000000011607745|Ponto de Interesse|PONTOINTERESSE84|-28.230171800|-48.671201000|ROT0000000021372445|77885 >> 77886|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275281|77881|LOC0000000011689906|Poste|-28.229927200|-48.670529900|Aerial|Cordoalha|23.970000000|23.970000000|77883|LOC0000000011689908|Poste|-28.230123600|-48.670632300|EQP0000000012007204|CAIXA DE EMENDA GENERICA 55|LOC0000000011617780|Poste|77879|-28.229665900|-48.670905900|EQP0000000011991005|I01GPF404|LOC0000000011607745|Ponto de Interesse|PONTOINTERESSE84|-28.230171800|-48.671201000|ROT0000000021372443|77881 >> 77883|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280545|77183|LOC0000000011689645|Poste|-28.211942100|-48.673015000|Aerial|Cordoalha|18.460000000|18.460000000|77184|LOC0000000011689646|Poste|-28.212047200|-48.672869100|EQP0000000011991120|I01G0012|LOC0000000011622040|Poste|77186|-28.211739000|-48.672589500|EQP0000000012009847|I01G0010|LOC0000000011625975|Poste|77190|-28.211851300|-48.673265000|ROT0000000021376360|77183 >> 77184|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280545|77183|LOC0000000011689645|Poste|-28.211942100|-48.673015000|Aerial|Cordoalha|26.530000000|26.530000000|77190|LOC0000000011625975|Poste|-28.211851300|-48.673265000|EQP0000000011991120|I01G0012|LOC0000000011622040|Poste|77186|-28.211739000|-48.672589500|EQP0000000012009847|I01G0010|LOC0000000011625975|Poste|77190|-28.211851300|-48.673265000|ROT0000000021376359|77183 >> 77190|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280545|77185|LOC0000000011689647|Poste|-28.211923700|-48.672681500|Aerial|Cordoalha|22.370000000|22.370000000|77186|LOC0000000011622040|Poste|-28.211739000|-48.672589500|EQP0000000011991120|I01G0012|LOC0000000011622040|Poste|77186|-28.211739000|-48.672589500|EQP0000000012009847|I01G0010|LOC0000000011625975|Poste|77190|-28.211851300|-48.673265000|ROT0000000021376269|77185 >> 77186|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280545|77184|LOC0000000011689646|Poste|-28.212047200|-48.672869100|Aerial|Cordoalha|22.950000000|22.950000000|77185|LOC0000000011689647|Poste|-28.211923700|-48.672681500|EQP0000000011991120|I01G0012|LOC0000000011622040|Poste|77186|-28.211739000|-48.672589500|EQP0000000012009847|I01G0010|LOC0000000011625975|Poste|77190|-28.211851300|-48.673265000|ROT0000000021376361|77184 >> 77185|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280590|78283|LOC0000000011684017|Poste|-28.236213000|-48.664783200|Aerial|Cordoalha|25.410000000|25.410000000|78284|LOC0000000011622943|Poste|-28.235986900|-48.664740200|EQP0000000011990952|I01G0566|LOC0000000011622943|Poste|78284|-28.235986900|-48.664740200|EQP0000000011990959|I01G0564|LOC0000000011617752|Poste|78369|-28.237483100|-48.664993700|ROT0000000021368208|78283 >> 78284|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280590|78347|LOC0000000011684844|Poste|-28.237178700|-48.664969800|Aerial|Cordoalha|33.820000000|33.820000000|78369|LOC0000000011617752|Poste|-28.237483100|-48.664993700|EQP0000000011990952|I01G0566|LOC0000000011622943|Poste|78284|-28.235986900|-48.664740200|EQP0000000011990959|I01G0564|LOC0000000011617752|Poste|78369|-28.237483100|-48.664993700|ROT0000000021368212|78347 >> 78369|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280590|78283|LOC0000000011684017|Poste|-28.236213000|-48.664783200|Aerial|Cordoalha|38.350000000|38.350000000|78346|LOC0000000011684843|Poste|-28.236554000|-48.664849500|EQP0000000011990952|I01G0566|LOC0000000011622943|Poste|78284|-28.235986900|-48.664740200|EQP0000000011990959|I01G0564|LOC0000000011617752|Poste|78369|-28.237483100|-48.664993700|ROT0000000021368209|78283 >> 78346|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280590|78346|LOC0000000011684843|Poste|-28.236554000|-48.664849500|Aerial|Cordoalha|25.190000000|25.190000000|78345|LOC0000000011684842|Poste|-28.236778100|-48.664892700|EQP0000000011990952|I01G0566|LOC0000000011622943|Poste|78284|-28.235986900|-48.664740200|EQP0000000011990959|I01G0564|LOC0000000011617752|Poste|78369|-28.237483100|-48.664993700|ROT0000000021368210|78346 >> 78345|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280590|78345|LOC0000000011684842|Poste|-28.236778100|-48.664892700|Aerial|Cordoalha|45.040000000|45.040000000|78347|LOC0000000011684844|Poste|-28.237178700|-48.664969800|EQP0000000011990952|I01G0566|LOC0000000011622943|Poste|78284|-28.235986900|-48.664740200|EQP0000000011990959|I01G0564|LOC0000000011617752|Poste|78369|-28.237483100|-48.664993700|ROT0000000021368211|78345 >> 78347|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
