UF|MUNICIPIO|ARMARIO|TIPO_REDE|TRONCO|IDENTIFICADOR_UNICO_CABO_CONECTADO|SP_PADRAO|CONTAGEM_OK|QTDE_OK|CONTAGEM_NOK|QTDE_NOK
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121386321|OK|SP1-SP7;SP30-SP44;SP55-SP78;SP96-SP101;SP128-SP144|69||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121386326|OK|SP73-SP78;SP96-SP101;SP128-SP140|25||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121386346|OK|SP1-SP7;SP30-SP44;SP55-SP72|40||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121389253|OK|SP1-SP7|7||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121389713|OK|SP73-SP78;SP96-SP101;SP128-SP134|19||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121390424|OK|SP37-SP44;SP55-SP59|13||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121393201|OK|SP73-SP78;SP96-SP101|12||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121393583|OK|SP37-SP44|8||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121398596|OK|SP73-SP78|6||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121406197|OK|SP1-SP7;SP30-SP36|14||0
PI|TERESINA|PITSA_G1I03|BARRAMENTO|TR 1|CBL0000000121407931|OK|SP37-SP44;SP55-SP64|18||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000091300036|OK|SP58|1||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121386587|OK|SP1-SP5|5||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121389871|OK|SP1-SP5;SP27-SP36;SP58-SP144|102||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121391703|OK|SP1-SP5;SP27-SP36;SP58-SP141|99||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121393058|OK|SP1-SP5;SP27-SP36|15||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121395177|OK|SP1-SP5;SP27-SP36;SP58-SP136|94||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121398277|OK|SP1-SP5;SP27-SP30|9||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121398543|OK|SP73-SP136|64||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121398659|OK|SP1-SP5;SP27-SP36;SP58-SP72|30||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121403007|OK|SP73-SP76|4||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121406977|OK|SP73-SP76;SP104-SP108|9||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121407007|OK|SP109-SP133|25||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121409594|OK|SP58;SP65-SP68|5||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121409689|OK|SP1-SP5;SP27-SP36;SP59-SP64|21||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411117|OK|SP77-SP103|27||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411122|OK|SP77-SP103;SP115-SP133|46||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411127|OK|SP77-SP103;SP115-SP129|42||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411132|OK|SP77-SP103;SP115-SP120|33||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411137|OK|SP77-SP103;SP115-SP118|31||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411142|OK|SP77-SP103|27||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411147|OK|SP77-SP94|18||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411152|OK|SP77-SP90|14||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411157|OK|SP77-SP87|11||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411162|OK|SP77-SP84|8||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411167|OK|SP78-SP79|2||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411172|OK|SP78|1||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121411237|OK|SP77|1||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121412721|OK|SP85-SP86|2||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121414306|OK|SP95-SP100|6||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121414311|OK|SP95-SP98|4||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 1|CBL0000000121416235|OK|SP121-SP125|5||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121412097|OK|SP163-SP175|13||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121412102|OK|SP167-SP171|5||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121413355|OK|SP145-SP212|68||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121413420|OK|SP145-SP212|68||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121414746|OK|SP145-SP209|65||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121414756|OK|SP145-SP204|60||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121414940|OK|SP191-SP200|10||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121414945|OK|SP191-SP196|6||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121414954|OK|SP191-SP193|3||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121422362|OK|SP145-SP190|46||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121424012|OK|SP145-SP184|40||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121424542|OK|SP163-SP166|4||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121425617|OK|SP145-SP177|33||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121426762|OK|SP176|1||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121426792|OK|SP145-SP162|18||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121426842|OK|SP145-SP161|17||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121426877|OK|SP145-SP158|14||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121426887|OK|SP145-SP151|7||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121426892|OK|SP145-SP150|6||0
PI|TERESINA|PITSA_G1I04|BARRAMENTO|TR 2|CBL0000000121430067|OK|SP152-SP156|5||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121384007|OK|SP37-SP39|3||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121385090|OK|SP1-SP59;SP61-SP65|64||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121385959|OK|SP1-SP59;SP61-SP77;SP97-SP119;SP127-SP144|117||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121387622|OK|SP1-SP34|34||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121389301|OK|SP1-SP28|28||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121391545|OK|SP1-SP59;SP61-SP77;SP97-SP119;SP127-SP142|115||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121391565|OK|SP1-SP59;SP61-SP77;SP97-SP119;SP127-SP138|111||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121393196|OK|SP115-SP119;SP127-SP138|17||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121393206|OK|SP1-SP59;SP61-SP77;SP97-SP114|94||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121393249|OK|SP115-SP119;SP127-SP133|12||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121394928|OK|SP115-SP119|5||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121403705|OK|SP1-SP59;SP61-SP77;SP97-SP112|92||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121403830|OK|SP73-SP77;SP97-SP108|17||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121403856|OK|SP1-SP59;SP61-SP72|71||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121404566|OK|SP1-SP59;SP61-SP62|61||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121406992|OK|SP73-SP77;SP97-SP104|13||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121408769|OK|SP73-SP77|5||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121409639|OK|SP37-SP41|5||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121409669|OK|SP1-SP36|36||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121409936|OK|SP13-SP22|10||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121409966|OK|SP13-SP20|8||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121410146|OK|SP16-SP17|2||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121410176|OK|SP13-SP15|3||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121429972|OK|SP42-SP59|18||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121429977|OK|SP8-SP28;SP42-SP59|39||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121429982|OK|SP8-SP28;SP42-SP57|37||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121430122|OK|SP8-SP28;SP42-SP55|35||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121430302|OK|SP8-SP28;SP42-SP50|30||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121430307|OK|SP51-SP53|3||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121431692|OK|SP51|1||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121431897|OK|SP49-SP50|2||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121433297|OK|SP45-SP48|4||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121433382|OK|SP8-SP28|21||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121433397|OK|SP42-SP44|3||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121435107|OK|SP8-SP24|17||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121436852|OK|SP8-SP12|5||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121436952|OK|SP8-SP9|2||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 1|CBL0000000121436962|OK|SP8|1||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121411547|OK|SP195-SP200|6||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121411552|OK|SP201-SP203|3||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121414716|OK|SP185|1||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121414721|OK|SP145-SP184|40||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121416746|OK|SP145-SP182|38||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121417024|OK|SP179-SP181|3||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121417029|OK|SP145-SP178|34||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121418639|OK|SP145-SP174|30||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121420587|OK|SP145-SP171|27||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121422061|OK|SP145-SP168|24||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121422236|OK|SP145-SP162|18||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121422241|OK|SP163-SP166|4||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121423667|OK|SP163|1||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121423762|OK|SP145-SP158|14||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121425362|OK|SP145-SP154|10||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121425622|OK|SP145-SP151|7||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121426897|OK|SP145-SP148|4||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121434952|OK|SP145-SP193;SP195-SP219|74||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436242|OK|SP145-SP193;SP195-SP219|74||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436247|OK|SP145-SP193;SP195-SP215|70||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436252|OK|SP216-SP219|4||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436297|OK|SP213-SP215|3||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436302|OK|SP210-SP212|3||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436587|OK|SP145-SP193;SP195-SP209|64||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436592|OK|SP145-SP193;SP195-SP207|62||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436632|OK|SP195-SP203|9||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436637|OK|SP145-SP188|44||0
PI|TERESINA|PITSA_G1I05|BARRAMENTO|TR 2|CBL0000000121436642|OK|SP189-SP193|5||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000091308028|OK|SP93|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000091328708|OK|SP62|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000095972223|OK|SP26|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000095978531|OK|SP27|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000098360351|OK|SP126|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121383896|OK|SP73-SP79;SP93;SP95-SP100|14||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121386012|OK|SP1-SP8;SP26-SP36;SP62-SP79;SP93-SP120;SP125-SP144|85||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121387808|OK|SP73-SP79|7||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121388354|OK|SP1-SP8;SP26-SP36|19||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121388781|OK|SP125|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121388796|OK|SP125|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121390037|OK|SP1-SP8;SP26-SP31|14||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121390341|OK|SP1-SP8;SP26|9||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121396224|OK|SP1-SP8;SP26-SP36;SP62-SP67|25||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121404441|OK|SP1-SP8;SP26-SP36;SP62-SP79;SP93-SP115|60||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121404531|OK|SP116-SP120;SP125-SP137|18||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121406192|OK|SP73-SP79;SP93-SP115|30||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121406202|OK|SP1-SP8;SP26-SP36;SP62-SP72|30||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121406277|OK|SP125|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121406292|OK|SP116-SP120;SP126-SP132|12||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121406327|OK|SP125|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121408062|OK|SP116-SP120|5||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000121409799|OK|SP73-SP79;SP93;SP95-SP108|22||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 1|CBL0000000160732302|OK|SP125|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000098370627|OK|SP202|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000098432121|OK|SP203|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000098449506|OK|SP240|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000098454978|OK|SP279|1||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121382898|OK|SP145-SP152|8||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121386017|OK|SP145-SP152;SP175-SP180;SP202-SP224;SP240-SP252;SP279-SP288|60||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121386095|OK|SP145-SP152;SP175-SP180;SP202-SP224;SP240-SP252;SP279|51||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121386195|OK|SP217-SP224;SP240-SP252|21||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121386203|OK|SP145-SP152;SP175-SP180;SP202-SP216|29||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121386253|OK|SP217-SP224;SP240-SP244|13||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121400328|OK|SP217-SP224;SP240|9||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121405242|OK|SP145-SP152;SP175-SP180;SP203-SP208|20||0
PI|TERESINA|PITSA_G1I10|BARRAMENTO|TR 2|CBL0000000121407157|OK|SP145-SP152;SP175-SP180|14||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000099284507|OK|SP49|1||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000099286135|OK|SP50|1||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000099288632|OK|SP75|1||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000099290121|OK|SP91|1||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000099291945|OK|SP117|1||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121384173|OK|SP1-SP6;SP25-SP29|11||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121384316|OK|SP1-SP6|6||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121399717|OK|SP1-SP6;SP25-SP36;SP49-SP75;SP91-SP107;SP117-SP144|90||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121400001|OK|SP1-SP6;SP25-SP36;SP50-SP75;SP91-SP107;SP117-SP136|81||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121401619|OK|SP103-SP107;SP117-SP130|19||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121401657|OK|SP1-SP6;SP25-SP36;SP50-SP66|35||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121401667|OK|SP67-SP75;SP91-SP102|21||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121401672|OK|SP103-SP107;SP117-SP128|17||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121401770|OK|SP103-SP107;SP117-SP125|14||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121401825|OK|SP103-SP107;SP117-SP118|7||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121406572|OK|SP67-SP75;SP91-SP99|18||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121406622|OK|SP67-SP75;SP92-SP93|11||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121406722|OK|SP67-SP75|9||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121408369|OK|SP1-SP6;SP25-SP36;SP51-SP62|30||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121408374|OK|SP1-SP6;SP25-SP36;SP51-SP55|23||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 1|CBL0000000121408599|OK|SP1-SP6;SP25-SP36|18||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000098459985|OK|SP200|1||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121399722|OK|SP145-SP150;SP165-SP184;SP200-SP216|43||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121400049|OK|SP181-SP184;SP200-SP214|19||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121400057|OK|SP145-SP150;SP165-SP180|22||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121400107|OK|SP205-SP210|6||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121400160|OK|SP181-SP184;SP201-SP204|8||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121403162|OK|SP145-SP149;SP165-SP173|14||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121403257|OK|SP150;SP174-SP176|4||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121403307|OK|SP145-SP149;SP165-SP167|8||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121404861|OK|SP145-SP149|5||0
PI|TERESINA|PITSA_G1I11|BARRAMENTO|TR 2|CBL0000000121406512|OK|SP181-SP184|4||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000099379964|OK|SP23|1||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000099395026|OK|SP112|1||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121395355|OK|SP1-SP5;SP23-SP36;SP55-SP77;SP102-SP108;SP112-SP144|82||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121395634|OK|SP1-SP5;SP23-SP36;SP55-SP77;SP102-SP108;SP112-SP138|76||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121395649|OK|SP1-SP5;SP23-SP36;SP55-SP77;SP102-SP108;SP112-SP133|71||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121397028|OK|SP1-SP5;SP23-SP36;SP55-SP77;SP102-SP108;SP112-SP117|55||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121397033|OK|SP118-SP125|8||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121397390|OK|SP73-SP77;SP102-SP108|12||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121397395|OK|SP1-SP5;SP23-SP36;SP55-SP72|37||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121398935|OK|SP73-SP77|5||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121399101|OK|SP1-SP5;SP23-SP36;SP55-SP66|31||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121400981|OK|SP1-SP5;SP23-SP36;SP55-SP60|25||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121402594|OK|SP1-SP5;SP23-SP36|19||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121404041|OK|SP1-SP5;SP23-SP33|16||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121404141|OK|SP25-SP31|7||0
PI|TERESINA|PITSA_G1I14|BARRAMENTO|TR 1|CBL0000000121404146|OK|SP1-SP5|5||0
PI|TERESINA|PITSA_G1I16|BARRAMENTO|TR 1|CBL0000000121414075|OK|SP97-SP98|2||0
PI|TERESINA|PITSA_G1I16|BARRAMENTO|TR 1|CBL0000000121422567|OK|SP1-SP5|5||0
PI|TERESINA|PITSA_G1I16|BARRAMENTO|TR 1|CBL0000000121422572|OK|SP1-SP9;SP13-SP16|13||0
PI|TERESINA|PITSA_G1I16|BARRAMENTO|TR 1|CBL0000000121422582|OK|SP25-SP36|12||0
PI|TERESINA|PITSA_G1I16|BARRAMENTO|TR 1|CBL0000000121422597|OK|SP25-SP27|3||0
PI|TERESINA|PITSA_G1I16|BARRAMENTO|TR 1|CBL0000000121422627|OK|SP25-SP30|6||0
PI|TERESINA|PITSA_G1I16|BARRAMENTO|TR 1|CBL0000000121422632|OK|SP1-SP9;SP13-SP19|16||0
